銷售單號,SKU,客戶,出貨量,出貨日
SO-20250607-00499,S-1004,C-010,1,2025-06-07
SO-20250607-00500,S-1005,C-024,4,2025-06-07
SO-20250607-00501,S-1005,C-018,8,2025-06-07
SO-20250607-00502,S-1005,C-007,6,2025-06-07
SO-20250607-00503,S-1005,C-032,6,2025-06-07
SO-20250607-00504,S-1005,C-036,5,2025-06-07
SO-20250607-00505,S-1005,C-024,3,2025-06-07
SO-20250607-00506,S-1005,C-033,2,2025-06-07
SO-20250607-00507,S-1006,C-005,4,2025-06-07
SO-20250607-00508,S-1006,C-038,5,2025-06-07
SO-20250607-00509,S-1008,C-009,6,2025-06-07
SO-20250607-00510,S-1008,C-012,2,2025-06-07
SO-20250607-00511,S-1010,C-005,2,2025-06-07
SO-20250607-00512,S-1011,C-015,5,2025-06-07
SO-20250607-00513,S-1011,C-029,4,2025-06-07
SO-20250607-00514,S-1011,C-030,4,2025-06-07
SO-20250607-00515,S-1011,C-012,2,2025-06-07
SO-20250607-00516,S-1011,C-026,5,2025-06-07
SO-20250607-00517,S-1011,C-004,4,2025-06-07
SO-20250607-00518,S-1011,C-019,4,2025-06-07
SO-20250607-00519,S-1012,C-006,2,2025-06-07
SO-20250607-00520,S-1013,C-011,9,2025-06-07
SO-20250607-00521,S-1014,C-022,7,2025-06-07
SO-20250607-00522,S-1014,C-027,2,2025-06-07
SO-20250607-00523,S-1015,C-021,3,2025-06-07
SO-20250607-00524,S-1016,C-035,1,2025-06-07
SO-20250607-00525,S-1017,C-034,2,2025-06-07
SO-20250607-00526,S-1017,C-022,7,2025-06-07
SO-20250607-00527,S-1018,C-035,4,2025-06-07
SO-20250607-00528,S-1019,C-024,2,2025-06-07
SO-20250607-00529,S-1020,C-019,6,2025-06-07
SO-20250607-00530,S-1020,C-028,2,2025-06-07
SO-20250607-00531,S-1021,C-001,2,2025-06-07
SO-20250607-00532,S-1021,C-018,2,2025-06-07
SO-20250607-00533,S-1021,C-022,4,2025-06-07
SO-20250607-00534,S-1022,C-029,3,2025-06-07
SO-20250607-00535,S-1022,C-018,3,2025-06-07
SO-20250607-00536,S-1022,C-027,3,2025-06-07
SO-20250607-00537,S-1022,C-027,5,2025-06-07
SO-20250607-00538,S-1024,C-032,8,2025-06-07
SO-20250607-00539,S-1024,C-038,6,2025-06-07
SO-20250607-00540,S-1024,C-034,1,2025-06-07
SO-20250607-00541,S-1024,C-018,5,2025-06-07
SO-20250607-00542,S-1024,C-010,5,2025-06-07
SO-20250607-00543,S-1026,C-029,4,2025-06-07
SO-20250607-00544,S-1028,C-030,4,2025-06-07
SO-20250607-00545,S-1028,C-029,3,2025-06-07
SO-20250607-00546,S-1029,C-002,4,2025-06-07
SO-20250607-00547,S-1031,C-012,5,2025-06-07
SO-20250607-00548,S-1031,C-033,3,2025-06-07
SO-20250607-00549,S-1031,C-031,1,2025-06-07
SO-20250607-00550,S-1033,C-005,1,2025-06-07
SO-20250607-00551,S-1033,C-011,7,2025-06-07
SO-20250607-00552,S-1033,C-015,4,2025-06-07
SO-20250607-00553,S-1034,C-002,3,2025-06-07
SO-20250607-00554,S-1035,C-021,4,2025-06-07
SO-20250607-00555,S-1035,C-036,2,2025-06-07
SO-20250607-00556,S-1035,C-039,4,2025-06-07
SO-20250607-00557,S-1036,C-014,5,2025-06-07
SO-20250607-00558,S-1036,C-021,2,2025-06-07
SO-20250607-00559,S-1036,C-027,3,2025-06-07
SO-20250607-00560,S-1036,C-004,5,2025-06-07
SO-20250607-00561,S-1038,C-032,1,2025-06-07
SO-20250607-00562,S-1038,C-040,2,2025-06-07
SO-20250607-00563,S-1038,C-032,1,2025-06-07
SO-20250607-00564,S-1038,C-036,4,2025-06-07
SO-20250607-00565,S-1039,C-031,8,2025-06-07
SO-20250607-00566,S-1040,C-022,6,2025-06-07
SO-20250607-00567,S-1042,C-036,2,2025-06-07
SO-20250607-00568,S-1042,C-012,2,2025-06-07
SO-20250607-00569,S-1043,C-007,2,2025-06-07
SO-20250607-00570,S-1043,C-030,4,2025-06-07
SO-20250607-00571,S-1044,C-004,4,2025-06-07
SO-20250607-00572,S-1044,C-033,5,2025-06-07
SO-20250607-00573,S-1044,C-011,4,2025-06-07
SO-20250607-00574,S-1045,C-020,5,2025-06-07
SO-20250607-00575,S-1045,C-003,4,2025-06-07
SO-20250607-00576,S-1045,C-014,1,2025-06-07
SO-20250607-00577,S-1045,C-020,5,2025-06-07
SO-20250607-00578,S-1046,C-009,3,2025-06-07
SO-20250607-00579,S-1046,C-010,1,2025-06-07
SO-20250607-00580,S-1047,C-025,4,2025-06-07
SO-20250607-00581,S-1047,C-033,4,2025-06-07
SO-20250607-00582,S-1047,C-033,3,2025-06-07
SO-20250607-00583,S-1048,C-001,5,2025-06-07
SO-20250607-00584,S-1048,C-010,3,2025-06-07
SO-20250607-00585,S-1048,C-007,6,2025-06-07
SO-20250607-00586,S-1048,C-022,4,2025-06-07
SO-20250607-00587,S-1049,C-003,6,2025-06-07
SO-20250607-00588,S-1050,C-034,1,2025-06-07
SO-20250608-00589,S-1001,C-020,8,2025-06-08
SO-20250608-00590,S-1001,C-029,5,2025-06-08
SO-20250608-00591,S-1001,C-004,7,2025-06-08
SO-20250608-00592,S-1002,C-029,6,2025-06-08
SO-20250608-00593,S-1002,C-028,3,2025-06-08
SO-20250608-00594,S-1002,C-034,3,2025-06-08
SO-20250608-00595,S-1002,C-001,6,2025-06-08
SO-20250608-00596,S-1002,C-021,5,2025-06-08
SO-20250608-00597,S-1002,C-026,4,2025-06-08
SO-20250608-00598,S-1002,C-005,1,2025-06-08
SO-20250608-00599,S-1002,C-001,1,2025-06-08
SO-20250608-00600,S-1005,C-026,6,2025-06-08
SO-20250608-00601,S-1005,C-032,4,2025-06-08
SO-20250608-00602,S-1006,C-026,7,2025-06-08
SO-20250608-00603,S-1006,C-009,4,2025-06-08
SO-20250608-00604,S-1007,C-014,3,2025-06-08
SO-20250608-00605,S-1008,C-027,1,2025-06-08
SO-20250608-00606,S-1009,C-035,5,2025-06-08
SO-20250608-00607,S-1011,C-039,1,2025-06-08
SO-20250608-00608,S-1013,C-009,5,2025-06-08
SO-20250608-00609,S-1014,C-020,1,2025-06-08
SO-20250608-00610,S-1014,C-013,4,2025-06-08
SO-20250608-00611,S-1015,C-015,4,2025-06-08
SO-20250608-00612,S-1016,C-037,4,2025-06-08
SO-20250608-00613,S-1016,C-037,2,2025-06-08
SO-20250608-00614,S-1019,C-018,4,2025-06-08
SO-20250608-00615,S-1020,C-017,2,2025-06-08
SO-20250608-00616,S-1021,C-017,1,2025-06-08
SO-20250608-00617,S-1021,C-017,6,2025-06-08
SO-20250608-00618,S-1021,C-038,4,2025-06-08
SO-20250608-00619,S-1022,C-001,5,2025-06-08
SO-20250608-00620,S-1022,C-024,2,2025-06-08
SO-20250608-00621,S-1022,C-025,3,2025-06-08
SO-20250608-00622,S-1022,C-008,1,2025-06-08
SO-20250608-00623,S-1024,C-031,1,2025-06-08
SO-20250608-00624,S-1024,C-012,3,2025-06-08
SO-20250608-00625,S-1025,C-023,4,2025-06-08
SO-20250608-00626,S-1026,C-027,4,2025-06-08
SO-20250608-00627,S-1026,C-039,2,2025-06-08
SO-20250608-00628,S-1026,C-022,3,2025-06-08
SO-20250608-00629,S-1026,C-009,5,2025-06-08
SO-20250608-00630,S-1028,C-008,8,2025-06-08
SO-20250608-00631,S-1028,C-031,3,2025-06-08
SO-20250608-00632,S-1028,C-023,1,2025-06-08
SO-20250608-00633,S-1028,C-020,3,2025-06-08
SO-20250608-00634,S-1029,C-009,5,2025-06-08
SO-20250608-00635,S-1031,C-029,4,2025-06-08
SO-20250608-00636,S-1031,C-018,3,2025-06-08
SO-20250608-00637,S-1031,C-036,5,2025-06-08
SO-20250608-00638,S-1031,C-036,2,2025-06-08
SO-20250608-00639,S-1031,C-017,2,2025-06-08
SO-20250608-00640,S-1034,C-011,6,2025-06-08
SO-20250608-00641,S-1034,C-006,3,2025-06-08
SO-20250608-00642,S-1036,C-018,1,2025-06-08
SO-20250608-00643,S-1036,C-021,2,2025-06-08
SO-20250608-00644,S-1036,C-006,2,2025-06-08
SO-20250608-00645,S-1037,C-001,6,2025-06-08
SO-20250608-00646,S-1038,C-021,2,2025-06-08
SO-20250608-00647,S-1042,C-026,3,2025-06-08
SO-20250608-00648,S-1042,C-006,4,2025-06-08
SO-20250608-00649,S-1042,C-013,1,2025-06-08
SO-20250608-00650,S-1044,C-009,4,2025-06-08
SO-20250608-00651,S-1044,C-018,7,2025-06-08
SO-20250608-00652,S-1045,C-017,1,2025-06-08
SO-20250608-00653,S-1046,C-034,4,2025-06-08
SO-20250608-00654,S-1046,C-013,1,2025-06-08
SO-20250608-00655,S-1046,C-038,5,2025-06-08
SO-20250608-00656,S-1047,C-004,3,2025-06-08
SO-20250608-00657,S-1048,C-028,4,2025-06-08
SO-20250608-00658,S-1048,C-018,2,2025-06-08
SO-20250608-00659,S-1049,C-011,5,2025-06-08
SO-20250609-00660,S-1001,C-014,1,2025-06-09
SO-20250609-00661,S-1001,C-005,5,2025-06-09
SO-20250609-00662,S-1001,C-028,4,2025-06-09
SO-20250609-00663,S-1002,C-035,4,2025-06-09
SO-20250609-00664,S-1003,C-009,4,2025-06-09
SO-20250609-00665,S-1004,C-002,3,2025-06-09
SO-20250609-00666,S-1004,C-023,6,2025-06-09
SO-20250609-00667,S-1006,C-015,3,2025-06-09
SO-20250609-00668,S-1008,C-030,2,2025-06-09
SO-20250609-00669,S-1011,C-004,6,2025-06-09
SO-20250609-00670,S-1011,C-007,5,2025-06-09
SO-20250609-00671,S-1011,C-035,2,2025-06-09
SO-20250609-00672,S-1011,C-016,4,2025-06-09
SO-20250609-00673,S-1012,C-035,2,2025-06-09
SO-20250609-00674,S-1012,C-014,1,2025-06-09
SO-20250609-00675,S-1013,C-026,2,2025-06-09
SO-20250609-00676,S-1014,C-014,6,2025-06-09
SO-20250609-00677,S-1015,C-039,3,2025-06-09
SO-20250609-00678,S-1015,C-013,8,2025-06-09
SO-20250609-00679,S-1016,C-010,7,2025-06-09
SO-20250609-00680,S-1016,C-002,8,2025-06-09
SO-20250609-00681,S-1019,C-020,4,2025-06-09
SO-20250609-00682,S-1020,C-016,1,2025-06-09
SO-20250609-00683,S-1020,C-024,3,2025-06-09
SO-20250609-00684,S-1021,C-014,2,2025-06-09
SO-20250609-00685,S-1021,C-035,1,2025-06-09
SO-20250609-00686,S-1021,C-017,5,2025-06-09
SO-20250609-00687,S-1022,C-004,6,2025-06-09
SO-20250609-00688,S-1022,C-009,6,2025-06-09
SO-20250609-00689,S-1022,C-018,1,2025-06-09
SO-20250609-00690,S-1022,C-015,4,2025-06-09
SO-20250609-00691,S-1022,C-028,2,2025-06-09
SO-20250609-00692,S-1022,C-035,2,2025-06-09
SO-20250609-00693,S-1022,C-007,3,2025-06-09
SO-20250609-00694,S-1022,C-038,6,2025-06-09
SO-20250609-00695,S-1023,C-017,3,2025-06-09
SO-20250609-00696,S-1023,C-029,4,2025-06-09
SO-20250609-00697,S-1023,C-008,2,2025-06-09
SO-20250609-00698,S-1024,C-035,4,2025-06-09
SO-20250609-00699,S-1025,C-040,7,2025-06-09
SO-20250609-00700,S-1026,C-030,1,2025-06-09
SO-20250609-00701,S-1026,C-031,3,2025-06-09
SO-20250609-00702,S-1026,C-027,3,2025-06-09
SO-20250609-00703,S-1026,C-018,7,2025-06-09
SO-20250609-00704,S-1029,C-024,1,2025-06-09
SO-20250609-00705,S-1029,C-003,6,2025-06-09
SO-20250609-00706,S-1030,C-006,2,2025-06-09
SO-20250609-00707,S-1030,C-014,4,2025-06-09
SO-20250609-00708,S-1030,C-025,4,2025-06-09
SO-20250609-00709,S-1030,C-038,1,2025-06-09
SO-20250609-00710,S-1031,C-008,1,2025-06-09
SO-20250609-00711,S-1033,C-003,4,2025-06-09
SO-20250609-00712,S-1035,C-013,5,2025-06-09
SO-20250609-00713,S-1035,C-013,1,2025-06-09
SO-20250609-00714,S-1035,C-016,5,2025-06-09
SO-20250609-00715,S-1035,C-039,2,2025-06-09
SO-20250609-00716,S-1036,C-035,3,2025-06-09
SO-20250609-00717,S-1036,C-009,4,2025-06-09
SO-20250609-00718,S-1038,C-025,2,2025-06-09
SO-20250609-00719,S-1038,C-006,2,2025-06-09
SO-20250609-00720,S-1039,C-014,1,2025-06-09
SO-20250609-00721,S-1040,C-006,3,2025-06-09
SO-20250609-00722,S-1040,C-037,5,2025-06-09
SO-20250609-00723,S-1042,C-032,2,2025-06-09
SO-20250609-00724,S-1042,C-024,3,2025-06-09
SO-20250609-00725,S-1043,C-007,1,2025-06-09
SO-20250609-00726,S-1043,C-032,2,2025-06-09
SO-20250609-00727,S-1044,C-015,7,2025-06-09
SO-20250609-00728,S-1044,C-009,2,2025-06-09
SO-20250609-00729,S-1046,C-022,4,2025-06-09
SO-20250609-00730,S-1046,C-005,1,2025-06-09
SO-20250609-00731,S-1047,C-012,5,2025-06-09
SO-20250609-00732,S-1048,C-022,4,2025-06-09
SO-20250609-00733,S-1048,C-031,3,2025-06-09
SO-20250609-00734,S-1048,C-017,4,2025-06-09
SO-20250609-00735,S-1048,C-016,1,2025-06-09
SO-20250609-00736,S-1048,C-009,4,2025-06-09
SO-20250609-00737,S-1048,C-030,4,2025-06-09
SO-20250609-00738,S-1048,C-021,2,2025-06-09
SO-20250609-00739,S-1049,C-030,4,2025-06-09
SO-20250609-00740,S-1049,C-012,3,2025-06-09
SO-20250610-00741,S-1001,C-036,4,2025-06-10
SO-20250610-00742,S-1001,C-009,3,2025-06-10
SO-20250610-00743,S-1002,C-018,2,2025-06-10
SO-20250610-00744,S-1002,C-010,5,2025-06-10
SO-20250610-00745,S-1002,C-018,5,2025-06-10
SO-20250610-00746,S-1003,C-034,4,2025-06-10
SO-20250610-00747,S-1003,C-040,5,2025-06-10
SO-20250610-00748,S-1005,C-022,2,2025-06-10
SO-20250610-00749,S-1006,C-040,3,2025-06-10
SO-20250610-00750,S-1006,C-020,3,2025-06-10
SO-20250610-00751,S-1008,C-007,3,2025-06-10
SO-20250610-00752,S-1010,C-038,4,2025-06-10
SO-20250610-00753,S-1011,C-023,6,2025-06-10
SO-20250610-00754,S-1011,C-032,4,2025-06-10
SO-20250610-00755,S-1011,C-023,1,2025-06-10
SO-20250610-00756,S-1011,C-038,4,2025-06-10
SO-20250610-00757,S-1014,C-031,4,2025-06-10
SO-20250610-00758,S-1014,C-032,4,2025-06-10
SO-20250610-00759,S-1014,C-040,1,2025-06-10
SO-20250610-00760,S-1014,C-009,4,2025-06-10
SO-20250610-00761,S-1015,C-026,2,2025-06-10
SO-20250610-00762,S-1017,C-028,3,2025-06-10
SO-20250610-00763,S-1017,C-025,4,2025-06-10
SO-20250610-00764,S-1019,C-032,5,2025-06-10
SO-20250610-00765,S-1019,C-004,5,2025-06-10
SO-20250610-00766,S-1020,C-005,6,2025-06-10
SO-20250610-00767,S-1020,C-003,2,2025-06-10
SO-20250610-00768,S-1021,C-032,2,2025-06-10
SO-20250610-00769,S-1024,C-001,3,2025-06-10
SO-20250610-00770,S-1024,C-021,1,2025-06-10
SO-20250610-00771,S-1024,C-039,5,2025-06-10
SO-20250610-00772,S-1024,C-021,2,2025-06-10
SO-20250610-00773,S-1026,C-008,6,2025-06-10
SO-20250610-00774,S-1028,C-035,5,2025-06-10
SO-20250610-00775,S-1029,C-004,5,2025-06-10
SO-20250610-00776,S-1030,C-032,5,2025-06-10
SO-20250610-00777,S-1031,C-037,6,2025-06-10
SO-20250610-00778,S-1033,C-036,4,2025-06-10
SO-20250610-00779,S-1033,C-003,1,2025-06-10
SO-20250610-00780,S-1033,C-036,4,2025-06-10
SO-20250610-00781,S-1033,C-026,2,2025-06-10
SO-20250610-00782,S-1034,C-020,3,2025-06-10
SO-20250610-00783,S-1034,C-031,4,2025-06-10
SO-20250610-00784,S-1035,C-010,5,2025-06-10
SO-20250610-00785,S-1035,C-010,2,2025-06-10
SO-20250610-00786,S-1035,C-020,4,2025-06-10
SO-20250610-00787,S-1035,C-031,5,2025-06-10
SO-20250610-00788,S-1036,C-010,2,2025-06-10
SO-20250610-00789,S-1036,C-040,3,2025-06-10
SO-20250610-00790,S-1036,C-038,5,2025-06-10
SO-20250610-00791,S-1036,C-005,6,2025-06-10
SO-20250610-00792,S-1037,C-035,2,2025-06-10
SO-20250610-00793,S-1038,C-001,5,2025-06-10
SO-20250610-00794,S-1039,C-028,3,2025-06-10
SO-20250610-00795,S-1039,C-027,2,2025-06-10
SO-20250610-00796,S-1043,C-011,2,2025-06-10
SO-20250610-00797,S-1044,C-018,1,2025-06-10
SO-20250610-00798,S-1044,C-002,5,2025-06-10
SO-20250610-00799,S-1044,C-001,3,2025-06-10
SO-20250610-00800,S-1044,C-013,3,2025-06-10
SO-20250610-00801,S-1044,C-039,5,2025-06-10
SO-20250610-00802,S-1045,C-008,5,2025-06-10
SO-20250610-00803,S-1045,C-019,4,2025-06-10
SO-20250610-00804,S-1045,C-035,3,2025-06-10
SO-20250610-00805,S-1045,C-017,1,2025-06-10
SO-20250610-00806,S-1046,C-018,1,2025-06-10
SO-20250610-00807,S-1046,C-001,2,2025-06-10
SO-20250610-00808,S-1046,C-006,3,2025-06-10
SO-20250610-00809,S-1046,C-002,4,2025-06-10
SO-20250610-00810,S-1047,C-032,3,2025-06-10
SO-20250610-00811,S-1047,C-025,4,2025-06-10
SO-20250610-00812,S-1049,C-017,6,2025-06-10
SO-20250611-00813,S-1001,C-007,3,2025-06-11
SO-20250611-00814,S-1001,C-033,1,2025-06-11
SO-20250611-00815,S-1002,C-031,4,2025-06-11
SO-20250611-00816,S-1002,C-010,1,2025-06-11
SO-20250611-00817,S-1003,C-033,5,2025-06-11
SO-20250611-00818,S-1003,C-033,3,2025-06-11
SO-20250611-00819,S-1004,C-029,4,2025-06-11
SO-20250611-00820,S-1005,C-009,4,2025-06-11
SO-20250611-00821,S-1005,C-033,4,2025-06-11
SO-20250611-00822,S-1005,C-035,1,2025-06-11
SO-20250611-00823,S-1006,C-037,5,2025-06-11
SO-20250611-00824,S-1012,C-012,6,2025-06-11
SO-20250611-00825,S-1013,C-028,3,2025-06-11
SO-20250611-00826,S-1015,C-031,2,2025-06-11
SO-20250611-00827,S-1015,C-030,2,2025-06-11
SO-20250611-00828,S-1016,C-001,1,2025-06-11
SO-20250611-00829,S-1016,C-038,5,2025-06-11
SO-20250611-00830,S-1017,C-034,5,2025-06-11
SO-20250611-00831,S-1018,C-012,4,2025-06-11
SO-20250611-00832,S-1019,C-012,6,2025-06-11
SO-20250611-00833,S-1020,C-014,5,2025-06-11
SO-20250611-00834,S-1021,C-020,4,2025-06-11
SO-20250611-00835,S-1021,C-007,5,2025-06-11
SO-20250611-00836,S-1021,C-028,2,2025-06-11
SO-20250611-00837,S-1021,C-040,1,2025-06-11
SO-20250611-00838,S-1023,C-017,6,2025-06-11
SO-20250611-00839,S-1023,C-022,6,2025-06-11
SO-20250611-00840,S-1023,C-024,4,2025-06-11
SO-20250611-00841,S-1024,C-014,5,2025-06-11
SO-20250611-00842,S-1024,C-034,1,2025-06-11
SO-20250611-00843,S-1024,C-033,3,2025-06-11
SO-20250611-00844,S-1024,C-019,3,2025-06-11
SO-20250611-00845,S-1026,C-017,4,2025-06-11
SO-20250611-00846,S-1026,C-040,2,2025-06-11
SO-20250611-00847,S-1029,C-033,5,2025-06-11
SO-20250611-00848,S-1029,C-030,2,2025-06-11
SO-20250611-00849,S-1030,C-027,5,2025-06-11
SO-20250611-00850,S-1030,C-013,1,2025-06-11
SO-20250611-00851,S-1030,C-016,5,2025-06-11
SO-20250611-00852,S-1031,C-001,5,2025-06-11
SO-20250611-00853,S-1032,C-037,4,2025-06-11
SO-20250611-00854,S-1033,C-015,5,2025-06-11
SO-20250611-00855,S-1033,C-028,2,2025-06-11
SO-20250611-00856,S-1035,C-002,6,2025-06-11
SO-20250611-00857,S-1035,C-017,2,2025-06-11
SO-20250611-00858,S-1035,C-040,3,2025-06-11
SO-20250611-00859,S-1036,C-026,2,2025-06-11
SO-20250611-00860,S-1036,C-034,1,2025-06-11
SO-20250611-00861,S-1036,C-006,2,2025-06-11
SO-20250611-00862,S-1038,C-029,1,2025-06-11
SO-20250611-00863,S-1038,C-010,5,2025-06-11
SO-20250611-00864,S-1039,C-038,1,2025-06-11
SO-20250611-00865,S-1040,C-011,1,2025-06-11
SO-20250611-00866,S-1041,C-014,7,2025-06-11
SO-20250611-00867,S-1043,C-028,4,2025-06-11
SO-20250611-00868,S-1043,C-001,1,2025-06-11
SO-20250611-00869,S-1043,C-006,6,2025-06-11
SO-20250611-00870,S-1043,C-035,3,2025-06-11
SO-20250611-00871,S-1044,C-007,2,2025-06-11
SO-20250611-00872,S-1044,C-012,4,2025-06-11
SO-20250611-00873,S-1045,C-033,3,2025-06-11
SO-20250611-00874,S-1046,C-030,4,2025-06-11
SO-20250611-00875,S-1046,C-029,4,2025-06-11
SO-20250611-00876,S-1046,C-009,4,2025-06-11
SO-20250611-00877,S-1047,C-016,5,2025-06-11
SO-20250611-00878,S-1047,C-020,4,2025-06-11
SO-20250611-00879,S-1048,C-016,2,2025-06-11
SO-20250611-00880,S-1048,C-010,2,2025-06-11
SO-20250611-00881,S-1048,C-017,5,2025-06-11
SO-20250611-00882,S-1049,C-031,2,2025-06-11
SO-20250611-00883,S-1049,C-034,7,2025-06-11
SO-20250612-00884,S-1001,C-018,1,2025-06-12
SO-20250612-00885,S-1001,C-016,2,2025-06-12
SO-20250612-00886,S-1002,C-040,5,2025-06-12
SO-20250612-00887,S-1002,C-035,6,2025-06-12
SO-20250612-00888,S-1002,C-032,1,2025-06-12
SO-20250612-00889,S-1002,C-002,1,2025-06-12
SO-20250612-00890,S-1003,C-023,6,2025-06-12
SO-20250612-00891,S-1003,C-021,5,2025-06-12
SO-20250612-00892,S-1003,C-030,8,2025-06-12
SO-20250612-00893,S-1003,C-023,2,2025-06-12
SO-20250612-00894,S-1003,C-012,3,2025-06-12
SO-20250612-00895,S-1004,C-013,5,2025-06-12
SO-20250612-00896,S-1004,C-016,5,2025-06-12
SO-20250612-00897,S-1005,C-003,1,2025-06-12
SO-20250612-00898,S-1005,C-040,3,2025-06-12
SO-20250612-00899,S-1005,C-010,1,2025-06-12
SO-20250612-00900,S-1005,C-029,8,2025-06-12
SO-20250612-00901,S-1005,C-036,2,2025-06-12
SO-20250612-00902,S-1006,C-030,2,2025-06-12
SO-20250612-00903,S-1008,C-036,5,2025-06-12
SO-20250612-00904,S-1008,C-018,8,2025-06-12
SO-20250612-00905,S-1008,C-040,4,2025-06-12
SO-20250612-00906,S-1010,C-034,2,2025-06-12
SO-20250612-00907,S-1011,C-026,1,2025-06-12
SO-20250612-00908,S-1013,C-021,6,2025-06-12
SO-20250612-00909,S-1014,C-004,5,2025-06-12
SO-20250612-00910,S-1014,C-019,3,2025-06-12
SO-20250612-00911,S-1014,C-009,5,2025-06-12
SO-20250612-00912,S-1017,C-009,1,2025-06-12
SO-20250612-00913,S-1019,C-003,4,2025-06-12
SO-20250612-00914,S-1020,C-028,4,2025-06-12
SO-20250612-00915,S-1021,C-012,5,2025-06-12
SO-20250612-00916,S-1021,C-024,2,2025-06-12
SO-20250612-00917,S-1021,C-035,5,2025-06-12
SO-20250612-00918,S-1022,C-033,4,2025-06-12
SO-20250612-00919,S-1022,C-033,2,2025-06-12
SO-20250612-00920,S-1022,C-015,1,2025-06-12
SO-20250612-00921,S-1022,C-035,2,2025-06-12
SO-20250612-00922,S-1022,C-028,3,2025-06-12
SO-20250612-00923,S-1022,C-036,4,2025-06-12
SO-20250612-00924,S-1022,C-011,4,2025-06-12
SO-20250612-00925,S-1023,C-019,1,2025-06-12
SO-20250612-00926,S-1026,C-012,2,2025-06-12
SO-20250612-00927,S-1026,C-027,3,2025-06-12
SO-20250612-00928,S-1026,C-038,8,2025-06-12
SO-20250612-00929,S-1026,C-037,3,2025-06-12
SO-20250612-00930,S-1026,C-027,3,2025-06-12
SO-20250612-00931,S-1026,C-015,5,2025-06-12
SO-20250612-00932,S-1028,C-018,4,2025-06-12
SO-20250612-00933,S-1029,C-020,4,2025-06-12
SO-20250612-00934,S-1030,C-015,2,2025-06-12
SO-20250612-00935,S-1031,C-029,4,2025-06-12
SO-20250612-00936,S-1031,C-016,2,2025-06-12
SO-20250612-00937,S-1031,C-021,3,2025-06-12
SO-20250612-00938,S-1032,C-016,5,2025-06-12
SO-20250612-00939,S-1033,C-012,1,2025-06-12
SO-20250612-00940,S-1033,C-014,6,2025-06-12
SO-20250612-00941,S-1033,C-039,1,2025-06-12
SO-20250612-00942,S-1034,C-021,6,2025-06-12
SO-20250612-00943,S-1034,C-034,6,2025-06-12
SO-20250612-00944,S-1035,C-035,3,2025-06-12
SO-20250612-00945,S-1035,C-022,4,2025-06-12
SO-20250612-00946,S-1035,C-007,1,2025-06-12
SO-20250612-00947,S-1036,C-036,7,2025-06-12
SO-20250612-00948,S-1038,C-004,4,2025-06-12
SO-20250612-00949,S-1039,C-031,8,2025-06-12
SO-20250612-00950,S-1041,C-029,4,2025-06-12
SO-20250612-00951,S-1042,C-021,1,2025-06-12
SO-20250612-00952,S-1042,C-018,5,2025-06-12
SO-20250612-00953,S-1042,C-004,4,2025-06-12
SO-20250612-00954,S-1043,C-036,4,2025-06-12
SO-20250612-00955,S-1043,C-016,6,2025-06-12
SO-20250612-00956,S-1044,C-007,3,2025-06-12
SO-20250612-00957,S-1044,C-011,6,2025-06-12
SO-20250612-00958,S-1044,C-039,6,2025-06-12
SO-20250612-00959,S-1045,C-034,6,2025-06-12
SO-20250612-00960,S-1045,C-038,6,2025-06-12
SO-20250612-00961,S-1045,C-008,8,2025-06-12
SO-20250612-00962,S-1045,C-012,1,2025-06-12
SO-20250612-00963,S-1045,C-036,1,2025-06-12
SO-20250612-00964,S-1046,C-012,7,2025-06-12
SO-20250612-00965,S-1046,C-036,4,2025-06-12
SO-20250612-00966,S-1047,C-032,2,2025-06-12
SO-20250612-00967,S-1047,C-032,5,2025-06-12
SO-20250612-00968,S-1048,C-013,5,2025-06-12
SO-20250612-00969,S-1048,C-019,3,2025-06-12
SO-20250612-00970,S-1050,C-032,5,2025-06-12
SO-20250613-00971,S-1001,C-035,2,2025-06-13
SO-20250613-00972,S-1001,C-011,1,2025-06-13
SO-20250613-00973,S-1001,C-031,2,2025-06-13
SO-20250613-00974,S-1002,C-016,5,2025-06-13
SO-20250613-00975,S-1002,C-029,4,2025-06-13
SO-20250613-00976,S-1002,C-006,2,2025-06-13
SO-20250613-00977,S-1002,C-015,4,2025-06-13
SO-20250613-00978,S-1002,C-025,3,2025-06-13
SO-20250613-00979,S-1003,C-014,4,2025-06-13
SO-20250613-00980,S-1004,C-034,1,2025-06-13
SO-20250613-00981,S-1004,C-014,3,2025-06-13
SO-20250613-00982,S-1005,C-031,4,2025-06-13
SO-20250613-00983,S-1005,C-014,3,2025-06-13
SO-20250613-00984,S-1005,C-032,5,2025-06-13
SO-20250613-00985,S-1006,C-028,2,2025-06-13
SO-20250613-00986,S-1008,C-016,4,2025-06-13
SO-20250613-00987,S-1008,C-011,5,2025-06-13
SO-20250613-00988,S-1013,C-029,7,2025-06-13
SO-20250613-00989,S-1014,C-009,1,2025-06-13
SO-20250613-00990,S-1014,C-024,1,2025-06-13
SO-20250613-00991,S-1015,C-012,4,2025-06-13
SO-20250613-00992,S-1016,C-014,4,2025-06-13
SO-20250613-00993,S-1018,C-008,6,2025-06-13
SO-20250613-00994,S-1019,C-021,5,2025-06-13
SO-20250613-00995,S-1019,C-019,3,2025-06-13
SO-20250613-00996,S-1020,C-012,4,2025-06-13
SO-20250613-00997,S-1021,C-023,6,2025-06-13
